,,,,latency (ns),latency (ms),latency (s),,Max (ms),Mean (ms),Min (ms)
4,195,2.0357E+12,2.0357E+12,238559,238.559,0.238559,,,,
5,195,2.03571E+12,2.03571E+12,170262,170.262,0.170262,,,,
6,195,2.03572E+12,2.03572E+12,162622,162.622,0.162622,,,,
7,195,2.03573E+12,2.03573E+12,191129,191.129,0.191129,,,,
8,195,2.03574E+12,2.03574E+12,168363,168.363,0.168363,,,,
9,195,2.03575E+12,2.03575E+12,152419,152.419,0.152419,,,,
10,195,2.03576E+12,2.03576E+12,192778,192.778,0.192778,,,,
1,196,2.03577E+12,2.03577E+12,167627,167.627,0.167627,,,,
2,196,2.03578E+12,2.03578E+12,146931,146.931,0.146931,,,,
3,196,2.03579E+12,2.03579E+12,187883,187.883,0.187883,,,,
4,196,2.0358E+12,2.0358E+12,181440,181.44,0.18144,,,,
5,196,2.03581E+12,2.03581E+12,185044,185.044,0.185044,,,,
6,196,2.03582E+12,2.03582E+12,188276,188.276,0.188276,,,,
7,196,2.03583E+12,2.03583E+12,165016,165.016,0.165016,,,,
8,196,2.03585E+12,2.03585E+12,203796,203.796,0.203796,,,,
9,196,2.03586E+12,2.03586E+12,135723,135.723,0.135723,,,,
10,196,2.03587E+12,2.03587E+12,161512,161.512,0.161512,,,,
1,197,2.03588E+12,2.03588E+12,160340,160.34,0.16034,,,,
2,197,2.03589E+12,2.03589E+12,141409,141.409,0.141409,,,,
3,197,2.0359E+12,2.0359E+12,179440,179.44,0.17944,,,,
4,197,2.03591E+12,2.03591E+12,183694,183.694,0.183694,,,,
5,197,2.03592E+12,2.03592E+12,171573,171.573,0.171573,,,,
6,197,2.03593E+12,2.03593E+12,161615,161.615,0.161615,,,,
7,197,2.03594E+12,2.03594E+12,169965,169.965,0.169965,,,,
8,197,2.03595E+12,2.03595E+12,203403,203.403,0.203403,,,,
9,197,2.03596E+12,2.03596E+12,136385,136.385,0.136385,,,,
10,197,2.03597E+12,2.03597E+12,124997,124.997,0.124997,,,,
1,198,2.03598E+12,2.03598E+12,216576,216.576,0.216576,,,,
2,198,2.03599E+12,2.03599E+12,137333,137.333,0.137333,,,,
3,198,2.036E+12,2.036E+12,182381,182.381,0.182381,,,,
4,198,2.03601E+12,2.03601E+12,178706,178.706,0.178706,,,,
5,198,2.03602E+12,2.03602E+12,160571,160.571,0.160571,,,,
6,198,2.03603E+12,2.03603E+12,156248,156.248,0.156248,,,,
7,198,2.03604E+12,2.03604E+12,169336,169.336,0.169336,,,,
8,198,2.03605E+12,2.03605E+12,182676,182.676,0.182676,,,,
9,198,2.03607E+12,2.03607E+12,159955,159.955,0.159955,,,,
10,198,2.03608E+12,2.03608E+12,159806,159.806,0.159806,,,,
1,199,2.03609E+12,2.03609E+12,141164,141.164,0.141164,,,,
2,199,2.0361E+12,2.0361E+12,137273,137.273,0.137273,,,,
3,199,2.03611E+12,2.03611E+12,195372,195.372,0.195372,,,,
4,199,2.03612E+12,2.03612E+12,188723,188.723,0.188723,,,,
5,199,2.03613E+12,2.03613E+12,166158,166.158,0.166158,,,,
6,199,2.03614E+12,2.03614E+12,197642,197.642,0.197642,,,,
7,199,2.03615E+12,2.03615E+12,169709,169.709,0.169709,,,,
8,199,2.03616E+12,2.03616E+12,147224,147.224,0.147224,,,,
9,199,2.03617E+12,2.03617E+12,162098,162.098,0.162098,,,,
10,199,2.03618E+12,2.03618E+12,174138,174.138,0.174138,,,,
1,200,2.03619E+12,2.03619E+12,200621,200.621,0.200621,,,,
2,200,2.0362E+12,2.0362E+12,143552,143.552,0.143552,,,,
3,200,2.03621E+12,2.03621E+12,169351,169.351,0.169351,,,,
4,200,2.03622E+12,2.03622E+12,183646,183.646,0.183646,,,,
5,200,2.03623E+12,2.03623E+12,170199,170.199,0.170199,,,,
6,200,2.03624E+12,2.03624E+12,167157,167.157,0.167157,,,,
7,200,2.03625E+12,2.03625E+12,182257,182.257,0.182257,,,,
8,200,2.03626E+12,2.03626E+12,212203,212.203,0.212203,,,,
9,200,2.03627E+12,2.03627E+12,152035,152.035,0.152035,,,,
10,200,2.03629E+12,2.03629E+12,169711,169.711,0.169711,,,,
1,201,2.0363E+12,2.0363E+12,168491,168.491,0.168491,,,,
2,201,2.03631E+12,2.03631E+12,137896,137.896,0.137896,,,,
3,201,2.03632E+12,2.03632E+12,163088,163.088,0.163088,,,,
4,201,2.03633E+12,2.03633E+12,193208,193.208,0.193208,,,,
5,201,2.03634E+12,2.03634E+12,170362,170.362,0.170362,,,,
6,201,2.03635E+12,2.03635E+12,163067,163.067,0.163067,,,,
7,201,2.03636E+12,2.03636E+12,168878,168.878,0.168878,,,,
8,201,2.03637E+12,2.03637E+12,207570,207.57,0.20757,,,,
9,201,2.03638E+12,2.03638E+12,181694,181.694,0.181694,,,,
10,201,2.03639E+12,2.03639E+12,167147,167.147,0.167147,,,,
1,202,2.0364E+12,2.0364E+12,169355,169.355,0.169355,,,,
2,202,2.03641E+12,2.03641E+12,189947,189.947,0.189947,,,,
3,202,2.03642E+12,2.03642E+12,263800,263.8,0.2638,,,,
4,202,2.03643E+12,2.03643E+12,192840,192.84,0.19284,,,,
5,202,2.03644E+12,2.03644E+12,150479,150.479,0.150479,,,,
6,202,2.03645E+12,2.03645E+12,157755,157.755,0.157755,,,,
7,202,2.03646E+12,2.03646E+12,166323,166.323,0.166323,,,,
8,202,2.03647E+12,2.03647E+12,176221,176.221,0.176221,,,,
9,202,2.03648E+12,2.03648E+12,160335,160.335,0.160335,,,,
10,202,2.03649E+12,2.03649E+12,175367,175.367,0.175367,,,,
1,203,2.03651E+12,2.03651E+12,165689,165.689,0.165689,,,,
2,203,2.03652E+12,2.03652E+12,140605,140.605,0.140605,,,,
3,203,2.03653E+12,2.03653E+12,199752,199.752,0.199752,,,,
4,203,2.03654E+12,2.03654E+12,191716,191.716,0.191716,,,,
5,203,2.03655E+12,2.03655E+12,176698,176.698,0.176698,,,,
6,203,2.03656E+12,2.03656E+12,151492,151.492,0.151492,,,,
7,203,2.03657E+12,2.03657E+12,169016,169.016,0.169016,,,,
8,203,2.03658E+12,2.03658E+12,199597,199.597,0.199597,,,,
9,203,2.03659E+12,2.03659E+12,156517,156.517,0.156517,,,,
10,203,2.0366E+12,2.0366E+12,179139,179.139,0.179139,,,,
1,204,2.03661E+12,2.03661E+12,165648,165.648,0.165648,,,,
2,204,2.03662E+12,2.03662E+12,157778,157.778,0.157778,,,,
3,204,2.03663E+12,2.03663E+12,179411,179.411,0.179411,,,,
4,204,2.03664E+12,2.03664E+12,215090,215.09,0.21509,,,,
5,204,2.03665E+12,2.03665E+12,172511,172.511,0.172511,,,,
6,204,2.03666E+12,2.03666E+12,151930,151.93,0.15193,,,,
7,204,2.03667E+12,2.03667E+12,160689,160.689,0.160689,,,,
8,204,2.03668E+12,2.03668E+12,189670,189.67,0.18967,,,,
9,204,2.03669E+12,2.03669E+12,144763,144.763,0.144763,,,,
10,204,2.0367E+12,2.0367E+12,146137,146.137,0.146137,,,,
1,205,2.03671E+12,2.03671E+12,150511,150.511,0.150511,,,,
2,205,2.03672E+12,2.03672E+12,169595,169.595,0.169595,,,,
3,205,2.03674E+12,2.03674E+12,180502,180.502,0.180502,,,,
4,205,2.03675E+12,2.03675E+12,187919,187.919,0.187919,,,,
5,205,2.03676E+12,2.03676E+12,169277,169.277,0.169277,,,,
6,205,2.03677E+12,2.03677E+12,163747,163.747,0.163747,,,,
7,205,2.03678E+12,2.03678E+12,148910,148.91,0.14891,,,,
8,205,2.03679E+12,2.03679E+12,183895,183.895,0.183895,,,,
9,205,2.0368E+12,2.0368E+12,130708,130.708,0.130708,,,,
10,205,2.03681E+12,2.03681E+12,206928,206.928,0.206928,,,,
1,206,2.03682E+12,2.03682E+12,162194,162.194,0.162194,,,,
2,206,2.03683E+12,2.03683E+12,146747,146.747,0.146747,,,,
3,206,2.03684E+12,2.03684E+12,171164,171.164,0.171164,,,,
4,206,2.03685E+12,2.03685E+12,187109,187.109,0.187109,,,,
5,206,2.03686E+12,2.03686E+12,218965,218.965,0.218965,,,,
6,206,2.03687E+12,2.03687E+12,188204,188.204,0.188204,,,,
7,206,2.03688E+12,2.03688E+12,188824,188.824,0.188824,,,,
8,206,2.03689E+12,2.03689E+12,184497,184.497,0.184497,,,,
9,206,2.0369E+12,2.0369E+12,140850,140.85,0.14085,,,,
10,206,2.03691E+12,2.03691E+12,171004,171.004,0.171004,,,,
1,207,2.03692E+12,2.03692E+12,161239,161.239,0.161239,,,,
2,207,2.03693E+12,2.03693E+12,141128,141.128,0.141128,,,,
3,207,2.03694E+12,2.03694E+12,173120,173.12,0.17312,,,,
4,207,2.03696E+12,2.03696E+12,185286,185.286,0.185286,,,,
5,207,2.03697E+12,2.03697E+12,215632,215.632,0.215632,,,,
6,207,2.03698E+12,2.03698E+12,181305,181.305,0.181305,,,,
7,207,2.03699E+12,2.03699E+12,185262,185.262,0.185262,,,,
8,207,2.037E+12,2.037E+12,204831,204.831,0.204831,,,,
9,207,2.03701E+12,2.03701E+12,127975,127.975,0.127975,,,,
10,207,2.03702E+12,2.03702E+12,170355,170.355,0.170355,,,,
1,208,2.03703E+12,2.03703E+12,168626,168.626,0.168626,,,,
2,208,2.03704E+12,2.03704E+12,150190,150.19,0.15019,,,,
3,208,2.03705E+12,2.03705E+12,186266,186.266,0.186266,,,,
4,208,2.03706E+12,2.03706E+12,185218,185.218,0.185218,,,,
5,208,2.03707E+12,2.03707E+12,179056,179.056,0.179056,,,,
6,208,2.03708E+12,2.03708E+12,167930,167.93,0.16793,,,,
7,208,2.03709E+12,2.03709E+12,168932,168.932,0.168932,,,,
8,208,2.0371E+12,2.0371E+12,185551,185.551,0.185551,,,,
9,208,2.03711E+12,2.03711E+12,156051,156.051,0.156051,,,,
10,208,2.03712E+12,2.03712E+12,148837,148.837,0.148837,,,,
1,209,2.03713E+12,2.03713E+12,163892,163.892,0.163892,,,,
2,209,2.03714E+12,2.03714E+12,144206,144.206,0.144206,,,,
3,209,2.03715E+12,2.03715E+12,166947,166.947,0.166947,,,,
4,209,2.03717E+12,2.03717E+12,184665,184.665,0.184665,,,,
5,209,2.03718E+12,2.03718E+12,166270,166.27,0.16627,,,,
6,209,2.03719E+12,2.03719E+12,144039,144.039,0.144039,,,,
7,209,2.0372E+12,2.0372E+12,170298,170.298,0.170298,,,,
8,209,2.03721E+12,2.03721E+12,177975,177.975,0.177975,,,,
9,209,2.03722E+12,2.03722E+12,137058,137.058,0.137058,,,,
10,209,2.03723E+12,2.03723E+12,160782,160.782,0.160782,,,,
1,210,2.03724E+12,2.03724E+12,164515,164.515,0.164515,,,,
2,210,2.03725E+12,2.03725E+12,149963,149.963,0.149963,,,,
3,210,2.03726E+12,2.03726E+12,187550,187.55,0.18755,,,,
4,210,2.03727E+12,2.03727E+12,175027,175.027,0.175027,,,,
5,210,2.03728E+12,2.03728E+12,167951,167.951,0.167951,,,,
6,210,2.03729E+12,2.03729E+12,137759,137.759,0.137759,,,,
7,210,2.0373E+12,2.0373E+12,166325,166.325,0.166325,,,,
8,210,2.03731E+12,2.03731E+12,213929,213.929,0.213929,,,,
9,210,2.03732E+12,2.03732E+12,156405,156.405,0.156405,,,,
10,210,2.03733E+12,2.03733E+12,140264,140.264,0.140264,,,,
1,211,2.03734E+12,2.03734E+12,170204,170.204,0.170204,,,,
2,211,2.03735E+12,2.03735E+12,139737,139.737,0.139737,,,,
3,211,2.03736E+12,2.03736E+12,244511,244.511,0.244511,,,,
4,211,2.03737E+12,2.03737E+12,181005,181.005,0.181005,,,,
5,211,2.03738E+12,2.03738E+12,163257,163.257,0.163257,,,,
6,211,2.03739E+12,2.03739E+12,191823,191.823,0.191823,,,,
7,211,2.03741E+12,2.03741E+12,172079,172.079,0.172079,,,,
8,211,2.03742E+12,2.03742E+12,205527,205.527,0.205527,,,,
9,211,2.03743E+12,2.03743E+12,154664,154.664,0.154664,,,,
10,211,2.03744E+12,2.03744E+12,156035,156.035,0.156035,,,,
1,212,2.03745E+12,2.03745E+12,160470,160.47,0.16047,,,,
2,212,2.03746E+12,2.03746E+12,144807,144.807,0.144807,,,,
3,212,2.03747E+12,2.03747E+12,258392,258.392,0.258392,,,,
4,212,2.03748E+12,2.03748E+12,180778,180.778,0.180778,,,,
5,212,2.03749E+12,2.03749E+12,156982,156.982,0.156982,,,,
6,212,2.0375E+12,2.0375E+12,164459,164.459,0.164459,,,,
7,212,2.03751E+12,2.03751E+12,181474,181.474,0.181474,,,,
8,212,2.03752E+12,2.03752E+12,209676,209.676,0.209676,,,,
9,212,2.03753E+12,2.03753E+12,148902,148.902,0.148902,,,,
10,212,2.03754E+12,2.03754E+12,169277,169.277,0.169277,,,,
1,213,2.03755E+12,2.03755E+12,148244,148.244,0.148244,,,,
2,213,2.03756E+12,2.03756E+12,146997,146.997,0.146997,,,,
3,213,2.03757E+12,2.03757E+12,190576,190.576,0.190576,,,,
4,213,2.03758E+12,2.03758E+12,250004,250.004,0.250004,,,,
5,213,2.03759E+12,2.03759E+12,174073,174.073,0.174073,,,,
6,213,2.0376E+12,2.0376E+12,165652,165.652,0.165652,,,,
7,213,2.03761E+12,2.03761E+12,162006,162.006,0.162006,,,,
8,213,2.03763E+12,2.03763E+12,186396,186.396,0.186396,,,,
9,213,2.03764E+12,2.03764E+12,159028,159.028,0.159028,,,,
10,213,2.03765E+12,2.03765E+12,185481,185.481,0.185481,,,,
1,214,2.03766E+12,2.03766E+12,168827,168.827,0.168827,,,,
2,214,2.03767E+12,2.03767E+12,124360,124.36,0.12436,,,,
3,214,2.03768E+12,2.03768E+12,180763,180.763,0.180763,,,,
4,214,2.03769E+12,2.03769E+12,186109,186.109,0.186109,,,,
5,214,2.0377E+12,2.0377E+12,237390,237.39,0.23739,,,,
6,214,2.03771E+12,2.03771E+12,184655,184.655,0.184655,,,,
7,214,2.03772E+12,2.03772E+12,163744,163.744,0.163744,,,,
8,214,2.03773E+12,2.03773E+12,242620,242.62,0.24262,,,,
9,214,2.03774E+12,2.03774E+12,159427,159.427,0.159427,,,,
10,214,2.03775E+12,2.03775E+12,174262,174.262,0.174262,,,,
1,215,2.03776E+12,2.03776E+12,167640,167.64,0.16764,,,,
2,215,2.03777E+12,2.03777E+12,116854,116.854,0.116854,,,,
3,215,2.03778E+12,2.03778E+12,187196,187.196,0.187196,,,,
4,215,2.03779E+12,2.03779E+12,184508,184.508,0.184508,,,,
5,215,2.0378E+12,2.0378E+12,128953,128.953,0.128953,,,,
6,215,2.03781E+12,2.03781E+12,187057,187.057,0.187057,,,,
7,215,2.03782E+12,2.03782E+12,167253,167.253,0.167253,,,,
8,215,2.03783E+12,2.03783E+12,213759,213.759,0.213759,,,,
9,215,2.03784E+12,2.03784E+12,148534,148.534,0.148534,,,,
10,215,2.03785E+12,2.03785E+12,165490,165.49,0.16549,,,,
1,216,2.03786E+12,2.03786E+12,146560,146.56,0.14656,,,,
2,216,2.03788E+12,2.03788E+12,114157,114.157,0.114157,,,,
3,216,2.03789E+12,2.03789E+12,178583,178.583,0.178583,,,,
4,216,2.0379E+12,2.0379E+12,209526,209.526,0.209526,,,,
5,216,2.03791E+12,2.03791E+12,164155,164.155,0.164155,,,,
6,216,2.03792E+12,2.03792E+12,199642,199.642,0.199642,,,,
7,216,2.03793E+12,2.03793E+12,174455,174.455,0.174455,,,,
8,216,2.03794E+12,2.03794E+12,188947,188.947,0.188947,,,,
9,216,2.03795E+12,2.03795E+12,159318,159.318,0.159318,,,,
10,216,2.03796E+12,2.03796E+12,170016,170.016,0.170016,,,,
1,217,2.03797E+12,2.03797E+12,169009,169.009,0.169009,,,,
2,217,2.03798E+12,2.03798E+12,180656,180.656,0.180656,,,,
3,217,2.03799E+12,2.03799E+12,225532,225.532,0.225532,,,,
4,217,2.038E+12,2.038E+12,184121,184.121,0.184121,,,,
5,217,2.03801E+12,2.03801E+12,170776,170.776,0.170776,,,,
6,217,2.03802E+12,2.03802E+12,174512,174.512,0.174512,,,,
7,217,2.03803E+12,2.03803E+12,168358,168.358,0.168358,,,,
8,217,2.03804E+12,2.03804E+12,189118,189.118,0.189118,,,,
9,217,2.03805E+12,2.03805E+12,165314,165.314,0.165314,,,,
10,217,2.03806E+12,2.03806E+12,165643,165.643,0.165643,,,,
1,218,2.03807E+12,2.03807E+12,197697,197.697,0.197697,,,,
2,218,2.03808E+12,2.03808E+12,165404,165.404,0.165404,,,,
3,218,2.0381E+12,2.0381E+12,237564,237.564,0.237564,,,,
4,218,2.03811E+12,2.03811E+12,169838,169.838,0.169838,,,,
5,218,2.03812E+12,2.03812E+12,156367,156.367,0.156367,,,,
6,218,2.03813E+12,2.03813E+12,168568,168.568,0.168568,,,,
7,218,2.03814E+12,2.03814E+12,160306,160.306,0.160306,,,,
8,218,2.03815E+12,2.03815E+12,188800,188.8,0.1888,,,,
9,218,2.03816E+12,2.03816E+12,146722,146.722,0.146722,,,,
10,218,2.03817E+12,2.03817E+12,167143,167.143,0.167143,,,,
1,219,2.03818E+12,2.03818E+12,161219,161.219,0.161219,,,,
2,219,2.03819E+12,2.03819E+12,148953,148.953,0.148953,,,,
3,219,2.0382E+12,2.0382E+12,187598,187.598,0.187598,,,,
4,219,2.03821E+12,2.03821E+12,147934,147.934,0.147934,,,,
5,219,2.03822E+12,2.03822E+12,142439,142.439,0.142439,,,,
6,219,2.03823E+12,2.03823E+12,179979,179.979,0.179979,,,,
7,219,2.03824E+12,2.03824E+12,176369,176.369,0.176369,,,,
8,219,2.03825E+12,2.03825E+12,184627,184.627,0.184627,,,,
9,219,2.03826E+12,2.03826E+12,149605,149.605,0.149605,,,,
10,219,2.03827E+12,2.03827E+12,166290,166.29,0.16629,,,,
1,220,2.03828E+12,2.03828E+12,159926,159.926,0.159926,,,,
2,220,2.03829E+12,2.03829E+12,167000,167,0.167,,,,
3,220,2.0383E+12,2.0383E+12,184878,184.878,0.184878,,,,
4,220,2.03831E+12,2.03832E+12,245981,245.981,0.245981,,,,
5,220,2.03833E+12,2.03833E+12,159589,159.589,0.159589,,,,
6,220,2.03834E+12,2.03834E+12,201016,201.016,0.201016,,,,
7,220,2.03835E+12,2.03835E+12,167064,167.064,0.167064,,,,
8,220,2.03836E+12,2.03836E+12,183154,183.154,0.183154,,,,
9,220,2.03837E+12,2.03837E+12,150691,150.691,0.150691,,,,
10,220,2.03838E+12,2.03838E+12,169265,169.265,0.169265,,,,
1,221,2.03839E+12,2.03839E+12,166736,166.736,0.166736,,,,
2,221,2.0384E+12,2.0384E+12,162475,162.475,0.162475,,,,
3,221,2.03841E+12,2.03841E+12,226667,226.667,0.226667,,,,
4,221,2.03842E+12,2.03842E+12,228847,228.847,0.228847,,,,
5,221,2.03843E+12,2.03843E+12,166846,166.846,0.166846,,,,
6,221,2.03844E+12,2.03844E+12,149008,149.008,0.149008,,,,
7,221,2.03845E+12,2.03845E+12,165293,165.293,0.165293,,,,
8,221,2.03846E+12,2.03846E+12,177528,177.528,0.177528,,,,
9,221,2.03847E+12,2.03847E+12,153040,153.04,0.15304,,,,
10,221,2.03848E+12,2.03848E+12,165683,165.683,0.165683,,,,
1,222,2.03849E+12,2.03849E+12,172888,172.888,0.172888,,,,
2,222,2.0385E+12,2.0385E+12,159331,159.331,0.159331,,,,
3,222,2.03851E+12,2.03851E+12,193738,193.738,0.193738,,,,
4,222,2.03852E+12,2.03852E+12,202522,202.522,0.202522,,,,
5,222,2.03853E+12,2.03853E+12,172932,172.932,0.172932,,,,
6,222,2.03854E+12,2.03854E+12,167358,167.358,0.167358,,,,
7,222,2.03855E+12,2.03856E+12,150391,150.391,0.150391,,,,
8,222,2.03857E+12,2.03857E+12,180838,180.838,0.180838,,,,
9,222,2.03858E+12,2.03858E+12,163031,163.031,0.163031,,,,
10,222,2.03859E+12,2.03859E+12,191416,191.416,0.191416,,,,
1,223,2.0386E+12,2.0386E+12,163312,163.312,0.163312,,,,
2,223,2.03861E+12,2.03861E+12,143332,143.332,0.143332,,,,
3,223,2.03862E+12,2.03862E+12,188221,188.221,0.188221,,,,
4,223,2.03863E+12,2.03863E+12,180927,180.927,0.180927,,,,
5,223,2.03864E+12,2.03864E+12,166814,166.814,0.166814,,,,
6,223,2.03865E+12,2.03865E+12,182517,182.517,0.182517,,,,
7,223,2.03866E+12,2.03866E+12,169413,169.413,0.169413,,,,
8,223,2.03867E+12,2.03867E+12,178310,178.31,0.17831,,,,
9,223,2.03868E+12,2.03868E+12,132630,132.63,0.13263,,,,
10,223,2.03869E+12,2.03869E+12,157713,157.713,0.157713,,,,
1,224,2.0387E+12,2.0387E+12,184650,184.65,0.18465,,,,
2,224,2.03871E+12,2.03871E+12,163664,163.664,0.163664,,,,
3,224,2.03872E+12,2.03872E+12,188072,188.072,0.188072,,,,
4,224,2.03873E+12,2.03873E+12,186693,186.693,0.186693,,,,
5,224,2.03874E+12,2.03874E+12,160935,160.935,0.160935,,,,
6,224,2.03875E+12,2.03875E+12,192114,192.114,0.192114,,,,
7,224,2.03876E+12,2.03876E+12,170023,170.023,0.170023,,,,
8,224,2.03877E+12,2.03877E+12,179153,179.153,0.179153,,,,
9,224,2.03879E+12,2.03879E+12,157352,157.352,0.157352,,,,
10,224,2.0388E+12,2.0388E+12,219233,219.233,0.219233,,,,
1,225,2.03881E+12,2.03881E+12,179410,179.41,0.17941,,,,
2,225,2.03882E+12,2.03882E+12,143986,143.986,0.143986,,,,
3,225,2.03883E+12,2.03883E+12,211199,211.199,0.211199,,,,
4,225,2.03884E+12,2.03884E+12,170134,170.134,0.170134,,,,
5,225,2.03885E+12,2.03885E+12,183629,183.629,0.183629,,,,
6,225,2.03886E+12,2.03886E+12,147517,147.517,0.147517,,,,
7,225,2.03887E+12,2.03887E+12,168065,168.065,0.168065,,,,
8,225,2.03888E+12,2.03888E+12,198032,198.032,0.198032,,,,
9,225,2.03889E+12,2.03889E+12,156753,156.753,0.156753,,,,
10,225,2.0389E+12,2.0389E+12,146741,146.741,0.146741,,,,
1,226,2.03891E+12,2.03891E+12,159485,159.485,0.159485,,,,
2,226,2.03892E+12,2.03892E+12,89500,89.5,0.0895,,,,
3,226,2.03893E+12,2.03893E+12,186416,186.416,0.186416,,,,
4,226,2.03894E+12,2.03894E+12,209210,209.21,0.20921,,,,
5,226,2.03895E+12,2.03895E+12,168308,168.308,0.168308,,,,
6,226,2.03896E+12,2.03896E+12,157457,157.457,0.157457,,,,
7,226,2.03897E+12,2.03897E+12,191158,191.158,0.191158,,,,
8,226,2.03898E+12,2.03898E+12,193250,193.25,0.19325,,,,
9,226,2.03899E+12,2.03899E+12,117607,117.607,0.117607,,,,
10,226,2.039E+12,2.039E+12,169018,169.018,0.169018,,,,
1,227,2.03901E+12,2.03901E+12,147530,147.53,0.14753,,,,
2,227,2.03902E+12,2.03903E+12,125870,125.87,0.12587,,,,
3,227,2.03904E+12,2.03904E+12,224840,224.84,0.22484,,,,
4,227,2.03905E+12,2.03905E+12,183054,183.054,0.183054,,,,
5,227,2.03906E+12,2.03906E+12,132142,132.142,0.132142,,,,
6,227,2.03907E+12,2.03907E+12,169644,169.644,0.169644,,,,
7,227,2.03908E+12,2.03908E+12,169037,169.037,0.169037,,,,
8,227,2.03909E+12,2.03909E+12,193077,193.077,0.193077,,,,
9,227,2.0391E+12,2.0391E+12,150861,150.861,0.150861,,,,
10,227,2.03911E+12,2.03911E+12,139745,139.745,0.139745,,,,
1,228,2.03912E+12,2.03912E+12,165900,165.9,0.1659,,,,
2,228,2.03913E+12,2.03913E+12,160532,160.532,0.160532,,,,
3,228,2.03914E+12,2.03914E+12,194563,194.563,0.194563,,,,
4,228,2.03915E+12,2.03915E+12,196656,196.656,0.196656,,,,
5,228,2.03916E+12,2.03916E+12,169436,169.436,0.169436,,,,
6,228,2.03917E+12,2.03917E+12,168245,168.245,0.168245,,,,
7,228,2.03918E+12,2.03918E+12,168228,168.228,0.168228,,,,
8,228,2.03919E+12,2.03919E+12,201821,201.821,0.201821,,,,
9,228,2.0392E+12,2.0392E+12,165729,165.729,0.165729,,,,
10,228,2.03921E+12,2.03921E+12,167626,167.626,0.167626,,,,
1,229,2.03922E+12,2.03922E+12,168477,168.477,0.168477,,,,
2,229,2.03923E+12,2.03923E+12,164175,164.175,0.164175,,,,
3,229,2.03924E+12,2.03924E+12,132466,132.466,0.132466,,,,
4,229,2.03925E+12,2.03925E+12,186632,186.632,0.186632,,,,
5,229,2.03926E+12,2.03926E+12,186753,186.753,0.186753,,,,
6,229,2.03928E+12,2.03928E+12,158123,158.123,0.158123,,,,
7,229,2.03929E+12,2.03929E+12,170131,170.131,0.170131,,,,
8,229,2.0393E+12,2.0393E+12,175081,175.081,0.175081,,,,
9,229,2.03931E+12,2.03931E+12,169834,169.834,0.169834,,,,
10,229,2.03932E+12,2.03932E+12,161216,161.216,0.161216,,,,
1,230,2.03933E+12,2.03933E+12,184268,184.268,0.184268,,,,
2,230,2.03934E+12,2.03934E+12,149062,149.062,0.149062,,,,
3,230,2.03935E+12,2.03935E+12,176883,176.883,0.176883,,,,
4,230,2.03936E+12,2.03936E+12,179080,179.08,0.17908,,,,
5,230,2.03937E+12,2.03937E+12,147190,147.19,0.14719,,,,
6,230,2.03938E+12,2.03938E+12,163619,163.619,0.163619,,,,
7,230,2.03939E+12,2.03939E+12,164373,164.373,0.164373,,,,
8,230,2.0394E+12,2.0394E+12,181894,181.894,0.181894,,,,
9,230,2.03941E+12,2.03941E+12,153876,153.876,0.153876,,,,
10,230,2.03942E+12,2.03942E+12,153616,153.616,0.153616,,,,
1,231,2.03943E+12,2.03943E+12,166422,166.422,0.166422,,,,
2,231,2.03944E+12,2.03944E+12,161463,161.463,0.161463,,,,
3,231,2.03945E+12,2.03945E+12,217453,217.453,0.217453,,,,
4,231,2.03946E+12,2.03946E+12,187351,187.351,0.187351,,,,
5,231,2.03947E+12,2.03947E+12,189912,189.912,0.189912,,,,
6,231,2.03949E+12,2.03949E+12,172218,172.218,0.172218,,,,
7,231,2.0395E+12,2.0395E+12,147316,147.316,0.147316,,,,
8,231,2.03951E+12,2.03951E+12,181665,181.665,0.181665,,,,
9,231,2.03952E+12,2.03952E+12,156836,156.836,0.156836,,,,
10,231,2.03953E+12,2.03953E+12,168210,168.21,0.16821,,,,
1,232,2.03954E+12,2.03954E+12,167387,167.387,0.167387,,,,
2,232,2.03955E+12,2.03955E+12,144107,144.107,0.144107,,,,
3,232,2.03956E+12,2.03956E+12,200505,200.505,0.200505,,,,
4,232,2.03957E+12,2.03957E+12,231375,231.375,0.231375,,,,
5,232,2.03958E+12,2.03958E+12,173522,173.522,0.173522,,,,
6,232,2.03959E+12,2.03959E+12,169939,169.939,0.169939,,,,
7,232,2.0396E+12,2.0396E+12,166894,166.894,0.166894,,,,
8,232,2.03961E+12,2.03961E+12,176950,176.95,0.17695,,,,
9,232,2.03962E+12,2.03962E+12,158679,158.679,0.158679,,,,
10,232,2.03963E+12,2.03963E+12,186566,186.566,0.186566,,,,
1,233,2.03964E+12,2.03964E+12,155098,155.098,0.155098,,,,
2,233,2.03965E+12,2.03965E+12,150292,150.292,0.150292,,,,
3,233,2.03966E+12,2.03966E+12,169824,169.824,0.169824,,,,
4,233,2.03967E+12,2.03967E+12,187192,187.192,0.187192,,,,
